Job Title,Company Name,Salary,Location,Description,Posted Days Ago,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8
Data Scientist,Customerxps Software,Not disclosed,"Mumbai, Bengaluru","Undertaking data collection, preprocessing and analysis Building models to address ...",30+ Days Ago,Machine learning,Data collection,data visualization,Data,Collections,Machine,,
Data Scientist,Sparkcognition,Not disclosed,Bengaluru,"You ll have: . Masters in Data Science, Statistics, Engineering or related fields or 3-...",30+ Days Ago,Operational excellence,Renewable energy,Performance management,GCP,Machine learning,Cloud,Workflow,Genetics
Data Scientist,Spearhead,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Required Skills and Experience: . Bachelordegree in computer science, mathematics, stat...",30+ Days Ago,development testing,Coding,Manager Technology,HTTP,Business applications,big data,AWS,Solution Architect
Data Scientist,Ennoventure Technologies,Not disclosed,Bengaluru,Minimum of 4+ years of hands-on work experience in computer vision and machine learning...,28 Days Ago,Computer vision,advanced analytics,data science,Data management,Machine learning,Data processing,data integrity,Python
Data Scientist,Virtue Sources,Not disclosed,Bengaluru,Shift: Regular Dayshift (10am - 7PM) Might extend based on requirement. Relevant profes...,30+ Days Ago,Computer science,Automation,Machine learning,Information retrieval,Natural language processing,AWS,Analytics,SQL
Data Scientist,Gforce Consulting Solutions,Not disclosed,Bengaluru,"Experience in Python, R, Spark, SQL, Mongo DB and D3.js / Tableau Strong in Appli...",30+ Days Ago,tableau,data science,spark,Demand forecasting,Machine learning,Data structures,Object oriented programming,Statistics
Data Scientist,Tibil Solutions,Not disclosed,Bengaluru,Tibil Solutions is looking for Data Scientist to join our dynamic team and embark on a ...,30+ Days Ago,Job Position: Data Scientist,,,,,,,
Data Scientist,Bizviz Technologies,Not disclosed,Bengaluru,"Engage in data mining, algorithm development, statistical analysis, regression, and mac...",30+ Days Ago,ERP,Data analysis,SAS,Simulation,Analytical,Machine learning,Healthcare,Data mining
Data scientist,Ihcc,Not disclosed,Bengaluru,Objective: We are looking for a Data Scientist who will have zeal to make value out...,30+ Days Ago,Business objects,MS SQL,MySQL,Javascript,Business intelligence,microsoft,Open source,Information technology
Data Scientist,Rapid Canvas,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",graduate degree in Data Science or other quantitative field is preferred . - Deep indus...,30+ Days Ago,Computer science,Operations research,data science,GCP,Machine learning,SAGE,Data mining,AWS
Data Scientists and Programmer,Zdaly,Not disclosed,Bengaluru,Sponsored vacation and parental leave Flexibility to Work from Home . Flexible office t...,30+ Days Ago,SAN,Health insurance,tableau,Data modeling,cassandra,Script writing,big data analytics,Machine learning
Data Scientists,Huntertech Ventures,Not disclosed,Bengaluru,Knowledge of data security and privacy best practices and regulations . Proficient in s...,30+ Days Ago,algorithms,workday functional,python,workday,data security,predictive analytics,predictive,power bi
Data scientist,Meyrahkee,Not disclosed,"Mumbai, Pune, Bengaluru",Build Machine learning and NLP models to be deployed in the e-commerce funnel for impro...,30+ Days Ago,Computer science,GCP,Machine learning,Cloud,Manager Technology,Workflow,E-commerce,Data quality
Data Scientist,Neostats Analytics Solutions,Not disclosed,Bengaluru,"Bachelor s or Master s degree in Statistics, Mathematics, Quantitative Analysis, Comput...",30+ Days Ago,Computer science,Data analysis,SAS,MIS,Analytical,Research,Information technology,Analytics
Data Scientist,Ecolab Digital Center (EDC),Not disclosed,Bengaluru,"Education / Work Experience:Degree or advanced degree in data science, mathematics, sta...",30+ Days Ago,Computer science,Basic,Data analysis,data science,Project management,Deployment,Mathematics,Research
Data Scientist,LLP S3bglobal Technologies,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",S3B Global is looking for Data Scientist to join our dynamic team and embark on a rewar...,30+ Days Ago,Data Scientist,,,,,,,
Data Scientist,Paktolus Solutions,Not disclosed,Bengaluru,"Design, develop and deploy machine learning models, algorithms and systems to solv...",30+ Days Ago,Computer science,Computer vision,GCP,Machine learning,Performance testing,Stored procedures,Troubleshooting,Monitoring
Data Scientist,Netcore Cloud,Not disclosed,Bengaluru,"You will have the opportunity to build models across different verticals (fashion, ho...",30+ Days Ago,Prototype,Brand Ambassador,Machine learning,Programming,Data structures,Information retrieval,Natural language processing,Data mining
Data Scientist-AI/ML,Response Informatics,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Strong hands-on experience in Reinforcement Learning and machine learning AWS Azure dep...,30+ Days Ago,Coding,Technical writing,Neural networks,data manipulation,Machine learning,Cloud,Data processing,AWS
Data Scientist-Reinforcement,Response Informatics,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Experience with model evaluation techniques such as cross-validation, hyperparameter tu...",30+ Days Ago,Training,Coding,Technical writing,Neural networks,data manipulation,Machine learning,Cloud,Data processing
Data Scientist,Ducker Worldwide Management Consulting,Not disclosed,Bengaluru,Minimum requirements: . 2-3 years relevant work experience . A Bachelor s and / or Mast...,30+ Days Ago,Excel,Statistical analysis,Analytical,Consulting,Hypothesis Testing,data visualization,Forecasting,SQL
Data Scientist - ASR & NLP Specialist,Deliverhealth Solutions,Not disclosed,Bengaluru,"Bachelor s or Master s degree in Computer Science, Linguistics, Data Science, or relate...",30+ Days Ago,Computer science,ASR,Cloud computing,GCP,Machine learning,Linguistics,Healthcare,Natural language processing
Data Scientist I,STATS PERFORM,Not disclosed,Bengaluru,". Understanding of deep learning fundamentals including network architectures, training...",30+ Days Ago,Computer science,Computer vision,deep learning,Neural networks,Data collection,model development,Statistics,Supervision
Data Scientist,GoTo Group,Not disclosed,Bengaluru,"Bachelor s or Master s Degree in Computer Science, Statistics, Operations Research, or ...",30+ Days Ago,Computer science,Operations research,Prototype,Version control,Formulation,Machine learning,Data processing,SQL
Data Scientist,Preceptors IT and Business Solutions,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Preceptors IT and Business Solutions is looking for Data Scientist to join our dynamic ...,30+ Days Ago,algorithms,python,project management,modeling,data analysis,data analytics,preventive maintenance,business solutions
"Data Scientist, Cyber Risk",Safe Security,Not disclosed,Bengaluru,"Minimum 1-3 years of experience in data science, machine learning, or a relevant domain...",30+ Days Ago,Data modeling,Event management,risk modeling,Risk assessment,Machine learning,SIEM,Data quality,Risk management
"Data Scientist, Cyber Risk",Safe Security,Not disclosed,Bengaluru,"Minimum 1-3 years of experience in data science, machine learning, or a relevant domain...",30+ Days Ago,Computer science,Data modeling,Event management,risk modeling,Risk assessment,Machine learning,SIEM,Data quality
Data Scientist,Kashsam Data Solutions,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Using automated tools to extract data from primary and secondary sources Removing c...,30+ Days Ago,Data analysis,Coding,Process improvement,data governance,Management,Analysis,Process,Data
Data Scientist,AIE Group,Not disclosed,Bengaluru,Building and deploying Machine Learning and Deep Learning based applications using prog...,30+ Days Ago,Computer science,deep learning,Statistical modeling,Prototype,data science,Neural networks,Machine learning,Research
Data Scientist,Fulfillmentiqcom,Not disclosed,Bengaluru,"Bachelor s degree in computer science, statistics, applied math or related field requir...",30+ Days Ago,Supply chain,Computer science,SAS,Analytical,Data structures,Data mining,Business intelligence,Team building
Data Scientist,Netcore Cloud,Not disclosed,"Mumbai, Bengaluru","Programming, Machine Learning, Artificial Intelligence, Data Science, Business Analytic...",30+ Days Ago,C++,Product engineering,NoSQL,Business analytics,Artificial Intelligence,MySQL,Machine learning,MongoDB
Data Scientist- LLM/NLP,Simetrik,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Bachelors or Masters degree in Computer Science, Engineering, Mathematics, or relate...",30+ Days Ago,Computer science,Training,continuous integration,Data analysis,cassandra,Machine learning,Natural language processing,data privacy
Data Scientist,Ramsoft Systems,Not disclosed,Bengaluru,". ME, B Tech, BE in Computer Science or related discipline. Experience with Natural Lan...",30+ Days Ago,Product management,Computer science,Machine learning,Radiology,Programming,Healthcare,Natural language processing,Recruitment
Data Scientist,MX Technologies,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",extra points for work focused on customer satisfaction and engagement and / or product ...,30+ Days Ago,Logistic regression,Data analysis,Analytical,Machine learning,Data mining,Econometrics,Operations,Team building
Data Scientist,Response Informatics,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Engineering Background is must for this profile . 8 - 9 years of experience in a data ...,30+ Days Ago,Computer vision,deep learning,data science,Focus,Machine learning,Programming,Natural language processing,Python
Data Scientist,Conneqt,Not disclosed,Bengaluru,"Python expert level, Analytical, Different models works, Basic concepts, CPG(Domain)....",30+ Days Ago,data science,Analytical,Machine learning,Hypothesis Testing,Statistics,Business understanding,Python,text analytics
Data Scientist,Aarch Solutions,Not disclosed,Bengaluru,"Skill Set: Machine learning, Python, Deep learning . Education: Masters or PhD Computer...",30+ Days Ago,Unix,Supply chain,Computer science,C++,Linux,Machine learning,SPSS,Data mining
Data Scientist,Customerxps Software,Not disclosed,Bengaluru,"Undertaking data collection, preprocessing and analysis Building models to address ...",30+ Days Ago,Product management,Change management,Team management,Business analysis,MIS,Project management,Consulting,Risk management
Data Scientist-Deep Learning,Response Informatics,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Engineering Background is must for this profile . 8 - 9 years of experience in a data ...,30+ Days Ago,Computer vision,deep learning,data science,Focus,Machine learning,Programming,Natural language processing,Python
Data Scientist,Nhance Now,Not disclosed,Bengaluru,We are looking for ace data scientists who can develop best in class predictive model...,30+ Days Ago,Computer science,Computer vision,Operations research,Machine learning,SCALA,Workflow,Natural language processing,Data mining
Data Scientist,Inference Labs,Not disclosed,Bengaluru,We are looking for experienced data scientists with strong advanced analysis and machin...,30+ Days Ago,C++,Linux,Networking,Coding,Javascript,DNS,Perl,HTTP
Data Scientist,Bureau,Not disclosed,Bengaluru,Proficiency in Python and scaling out to the cloud (AWS / Databricks/Azure) . Strong fa...,30+ Days Ago,Computer science,Health insurance,Data analysis,Backend,data science,Data modeling,Machine learning,Financial services
Data Scientist AI ML NLP,Global Pharma Tek,Not disclosed,Bengaluru,Experience working with Text Data using transformer-based model . . 3 to 5 years of ex...,30+ Days Ago,Text mining,Logistic regression,LMS,Machine learning,Healthcare,data visualization,Data mining,Open source
Data Scientist,Response Informatics,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Response Informatics is looking for Data Scientist to join our dynamic team and embark ...,30+ Days Ago,Data Scientist,,,,,,,
NLP Data Scientist - Real World Data (RWD),Agilite Global Solutions,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",We are seeking a skilled NLP data scientist with a focus on language models to join...,30+ Days Ago,Computer science,Health insurance,Pharma,Analytical,Agile,Healthcare,Life sciences,Open source
data scientist,Cognistx,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Required Education and Experience . . Masters degree or higher in Computer Science or r...,30+ Days Ago,Computer science,Data analysis,NoSQL,Machine learning,Data collection,Business intelligence,Data mining,MATLAB
Data Scientist,BrandMuscle,Not disclosed,Bengaluru,Demonstrated experience in working with a diverse team showcasing excellent communicati...,30+ Days Ago,Data analysis,Process optimization,Marketing analytics,Simulation,data science,Machine learning,Data collection,Data mining
"Quants, Sports Data Scientist",Ivy Knowledge Services,Not disclosed,Bengaluru,"Undertaking data collection, preprocessing and analysis Building models to address ...",30+ Days Ago,Machine learning,Data collection,data visualization,Collections,Sports,Machine,Data,
"NLP , Data Scientist",Mango Sciences,Not disclosed,Bengaluru,"Bachelors or Master s degree in Computer Science, Statistics, Information Technology, o...",30+ Days Ago,Computer science,Pharma,Analytical,Machine learning,Agile,Healthcare,Life sciences,Analytics
"Knowledge Graph , Data Scientist",Mango Sciences,Not disclosed,Bengaluru,"Experience with KG platform and graph database management tools, e.g., Neo4jExperience ...",30+ Days Ago,Computer science,Pharma,Analytical,Machine learning,Agile,Healthcare,Life sciences,Operations
"Deep Learning , Data Scientist",Mango Sciences,Not disclosed,Bengaluru,Experience in building models from scratch and working with structured and unstructured...,30+ Days Ago,Computer science,Pharma,Analytical,Machine learning,Agile,Healthcare,Life sciences,Operations
Data Scientist,Pragya Health Technologies,Not disclosed,Bengaluru,Pragya Health Technologies is looking for Data Scientist to join our dynamic team and e...,30+ Days Ago,algorithms,python,modeling,data analysis,data analytics,natural language processing,predictive,machine learning
Security Data Scientist,Arctic Wolf Networks,Not disclosed,Bengaluru,"Experience using key ML libraries including scikit-learn, tensorflow, pytorch, sparkmlE...",30+ Days Ago,Automation,Data analysis,cyber security,Information security,Machine learning,Genetics,Distribution system,Operations
Data Scientist,The It Mind Services,Not disclosed,"Kolkata, Mumbai, Hyderabad, New Delhi, Pune, Chennai, Bengaluru","Undertaking data collection, preprocessing and analysis Building models to address ...",30+ Days Ago,Machine learning,Data collection,data visualization,Collections,Machine,Data,,
Data Scientist,Semicab,Not disclosed,Bengaluru,SemiCab - Collaborative Transportation Platform is looking for Data Scientist to join o...,30+ Days Ago,Machine learning,Deployment,Data,Machine,,,,
Data Scientist,Xoom,Not disclosed,"Chennai, Bengaluru",. Strong educational background with a Bachelor s / Master s degree in Computer Science...,30+ Days Ago,Statistical programming,Data analysis,Analytical,QlikView,Business solutions,Continuous improvement,Teradata,Analytics
Data Scientist,Xoom,Not disclosed,"Chennai, Bengaluru",Experience with visualization tools such as Tableau preferred . Experience influencing ...,30+ Days Ago,Computer science,Analytical,Diversity and Inclusion,Project management,Hypothesis Testing,Instrumentation,Wellness,Analytics
Data Scientist,Sumeru Digital Solutions,Not disclosed,Bengaluru,Sumeru Digital Solutions is looking for Data Scientist to join our dynamic team and emb...,30+ Days Ago,Data Scientist,,,,,,,
Data Scientist,Open Insights,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Developing machine learning models against datasets to generate insights to suppor...,30+ Days Ago,C++,Linux,Agile scrum,Machine learning,Programming,Object oriented programming,Statistics,SQL
Data Scientist,Germane Analytics,Not disclosed,Bengaluru,"Experience using web services: Redshift, S3, Spark, DigitalOcean, etcA drive to learn a...",30+ Days Ago,C++,Algorithms,Simulation,Coding,MySQL,Machine learning,Javascript,Business Objects
DATA SCIENTIST,Fiddich,Not disclosed,Bengaluru,PhD strongly preferred),30+ Days Ago,Algorithms,Data modeling,Analytical,Machine learning,Grid,Perl,Data mining,MATLAB
Data Scientist,Kanini Software Solutions,Not disclosed,"Noida, Pune, Chennai, Coimbatore, Bengaluru",". Strong analytical skills and ML Modelling experience (Supervised, Unsupervised, Neura...",30+ Days Ago,Unix,Data analysis,SAS,Linux,Coding,Analytical,Windows,Risk management
Data Scientist,Pattern Effects Labs,Not disclosed,Bengaluru,"Candidate should be able to analyse data and discover information, with high level in...",30+ Days Ago,Statistical analysis,Data mining,Statistics,Data,Analysis,,,
Data Scientist,Bizviz Technologies,Not disclosed,"Hyderabad, Bengaluru","Engage in data mining, algorithm development, statistical analysis, regression, and mac...",30+ Days Ago,ERP,Data analysis,SAS,Simulation,Analytical,Machine learning,Healthcare,Data mining
Data Scientist,Response Informatics,Not disclosed,Bengaluru,"Experience with predicative analytics, advanced analytics and machine learning algorithms",30+ Days Ago,SAS,Aviation,Analytical,Machine learning,SPSS,Gas turbine,MATLAB,Analytics
Data Scientist,Xpheno,Not disclosed,Bengaluru,Requirements:- Master in Statistics/Machine Learning/ Big Data analytics Str...,30+ Days Ago,Training,deep learning,data science,Networking,GCP,big data analytics,Machine learning,cloud storage
Data Scientist,CTD Techs,Not disclosed,"Chennai, Bengaluru",Must have been Experience in Data Science Industry experience or Strong Knowledge in an...,30+ Days Ago,Process automation,data science,Artificial Intelligence,Consulting,Machine learning,linear regression,microsoft,Facility management
Data Scientist,Kanini Software Solutions,Not disclosed,"Noida, Pune, Chennai, Coimbatore, Bengaluru",". Stronganalytical skills and ML Modelling experience (Supervised, Unsupervised, Neural...",30+ Days Ago,Unix,Linux,SAS,Coding,Application development,Windows,Teradata,Open source
Data Scientist,Diverse Lynx,Not disclosed,Bengaluru,. Masters degree in Statistics/ Mathematics/ Computer Science or related field with 4 t...,30+ Days Ago,Computer science,deep learning,data science,spark,consumer marketing,Machine learning,Forecasting,Business understanding
AI - Data Scientist/ Architect,IDESLABS,Not disclosed,Bengaluru,"Experience applying computational algorithms, statistical and programming methods using...",30+ Days Ago,Architect,SAS,data science,Focus,Machine learning,Cloud,Programming,Agile
Data Science Engineer - Data Analyst/Scientist,Response Informatics,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Technical Expertise:Required: - Proven experience in solution / software/algorithm deve...,30+ Days Ago,Operations research,Analytical,Machine learning,SCALA,Algorithm development,Data Analyst,data visualization,Forecasting
Data Scientist,Fortune Global 500 IT Services Firm,14-24 Lacs PA,"Bengaluru, Delhi / NCR, Mumbai (All Areas)",Additional knowledge involving multi variate time series model is preferredExperience i...,15 Days Ago,Data Science,Machine Learning,Python,Predictive Modeling,Data Visualization,data scientist,Data Mining,Modeling
Data Scientist,LTI Mindtree,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru","Experience in designing solutions utilizing GenerativeAI, AI and ML components. - Hands...",27 Days Ago,Data Science,Natural Language Processing,gen AI,Machine Learning,Python,Machine,Process,Artificial Intelligence
Data Scientist,Top B2B MNC in Accounting Sector,Not disclosed,"Hyderabad, Chennai, Bengaluru","Modeling, developing, validating, robotics/agent-oriented software solutions Core stat...",27 Days Ago,Data Scientist,graphical,Statistical,Data Modeling,Modeling,Data,Statistics,
Data Scientist with GCP Cloud,Foreign MNC,Not disclosed,"Hyderabad, Bengaluru, Delhi / NCR","Could also include but not limited to deep learning, neural networks, chatbots, image p...",28 Days Ago,Data Science,GCP,Natural Language Processing,Aws Sagemaker,Aiml,Computer Vision,Machine Learning,Deep Learning
Hiring For Data Scientist(B2C/D2C) with Fast growing Fintech-Bangalore,Silverpeople,Not disclosed,Bengaluru,"Masters in CS, Statistics, Math, or a related field (or Bachelors with significant expe...",30 Days Ago,Python,Tensorflow,AWS Bedrock,Data Wrangling,LLAMA,Ml Algorithms,Scikit-Learn,Pytorch
Data Scientist,TMD - The Modern Dimension,Not disclosed,"New Delhi, Bengaluru","Peer review and publish work in top tier ML / AI conferences such as NIPS, ICML, AAAI a...",30+ Days Ago,Data Science,Data Scientist,Machine Learning,Algorithm,Data,Machine,Science,Algorithms
Data Scientist,hackajob,Not disclosed,Bengaluru,"Experience integrating Microsoft Powerapps, Power BI Dax, and Power Query, and Modeling...",30+ Days Ago,data science,Data modeling,Agile,Data processing,Informatica,microsoft,Reporting tools,SQL
NLP Data Scientist,Finite HR Consulting Private Limited,Not disclosed,Bengaluru,Minimum of 3 years of experience will be considered Skills & Attitude: Excellent analyt...,30+ Days Ago,Technical product configuration,c++,C,design,MySQL,JavaScript,integration PHP,HTML
Data Scientist,Z2plus Placement & Security Agency Pvt. Ltd.,Not disclosed,Bengaluru,"Should be able to work in the areas of Business Excellence, Data Analytics, Statistical...",30+ Days Ago,Supply chain,Logistic regression,Industry research,Neural networks,Project management,Machine learning,Business excellence,Natural language processing
Data Scientist (Image & Visual Data Analysis),Live Connections,20-30 Lacs PA,"Hyderabad, Pune, Bengaluru","proficiency in Python or R for data manipulation and analysis, with a focus on Natural ...",27 Days Ago,Data Science,Visual,Natural Language Processing,Text Mining,Gensim,Deep Learning,Pytorch,NLTK
Data Scientist,Curetech Services,15-30 Lacs PA,"Hybrid - Gurugram, Bengaluru",Skill details: Data Scientist Must Have:- 1) Python 2) Machine learning 3) Marketing An...,19 Days Ago,Marketing Analytics,Machine Learning,Deep Learning,Python,Analytics,Marketing,Machine,Data
Senior/Lead Data Scientist,Repucom,Not disclosed,Bengaluru,"In order to make thesetechnologies, you should have a good theoretical background and p...",8 Days Ago,Unix,Computer science,C++,Linux,Social media,Shell scripting,Machine learning,Workflow
Lead Analytics Analyst / Data Scientist AFC,DWS Group,Not disclosed,Bengaluru,responsible for the implementation of Risk and Typology Coverage Assessments in the r...,30+ Days Ago,Analytical,analytics analyst,Finance,Money laundering,MS Office tools,German,Training and Development,Financial services
Senior Data Scientist,Conneqt Digital,Not disclosed,Bengaluru,ConneQt Digital is looking for Senior Data Scientist.Experience Level: 6+ Years.Locati...,2 Days Ago,Data Science,Predictive Modeling,Advanced Analytics,Machine Learning,Python,Machine,Data,Analytics
Senior Data Scientist,IBM,Not disclosed,Bengaluru,"Introduction At IBM, work is more than a job - it's a calling:To build. To design. To ...",7 Days Ago,multithreading,rest,python,data analytics,asynchronous apex,kubernetes,openshift,redhat linux
"Data Scientist- Sr ,Trainee, Junior For MNC",Talentify,8-15 Lacs PA,"Hybrid - Bangalore/Bengaluru, Hyderabad/Secunderabad(Whitefield), Pune(Viman Nagar)","TRAINEES, FRESHERS WHO ARE GOOD CAN APPLY AS WELL AS EXPERIENCED. Desired Candidate Pro...",19 Days Ago,python,Excel Sheet,SQL,Training,SR,Sheet,Data,Excel
Lead Data Scientist/Senior Data Scientist GenAI / Classical ML / NLP),Tredence,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru",Senior Data Scientist As an Associate Manager - Senior Data scientist you will solve so...,Just Now,Data Science,Machine Learning,Python,Anomaly Detection,promo effectiveness,gen ai,Demand Forecasting,Markdown optimisation
Data Scientist / Sr. Data Scientist,Leading Client,Not disclosed,"Hyderabad, Bengaluru","Qualifications - Bachelors or Masters in Computer Science, Electrical Engineering, Stat...",1 Day Ago,natural language processing,prototyping,bert,tensorflow,machine learning algorithms,deep learning frameworks,algorithms,python
Lead Data Scientist,Kimberly-Clark Corporation,Not disclosed,Bengaluru,"Has achieved technical and / or business certification . Experience with R, Python, Mat...",6 Days Ago,Supply chain,Solution architecture,Data management,MySQL,Machine learning,Flex,Information management,Network planning
"SENIOR, DATA SCIENTIST",Walmart,Not disclosed,Bengaluru,Contribute in terms of white papers and approach papers in top tier ML / AI conferences...,7 Days Ago,Automation,Software design,Machine learning,Debugging,Continuous improvement,Information technology,Monitoring,Analytics
"SENIOR, DATA SCIENTIST",Walmart,Not disclosed,Bengaluru,"Exposure to nvidia frameworks like DeepStream, TensorRT, Triton is a big plus . Bachelo...",8 Days Ago,Computer vision,data science,Coding,Machine learning,SEZ,Information technology,Monitoring,Business operations
Senior Data Scientist - Consult,Pricewaterhouse Coopers Private Limited,Not disclosed,Bengaluru,. Should have minimum 5 years hands on Experience of delivering Managed Data and Analyt...,12 Days Ago,Change management,SAS,Pharma,Analytical,Incident management,microsoft,Risk management,Continuous improvement
Senior Manager Data Scientist,Axtria,27.5-42.5 Lacs PA,"Hybrid - Noida, Gurugram, Bengaluru","Minimum exp - 8-15yrs . Should be from Tier1 / Tier2 Colleges only (10th, 12th and Grad...",2 Days Ago,Generative AI,Artificial Intelligence,langchain,Model Building,LlamaIndex,Predictive Modeling,Gen Ai,Natural Language Processing
Data Scientist Senior / Lead,Biz-metric India,Not disclosed,"Mumbai, Chandigarh, Pune, Gurugram, Bengaluru",Requirements: Education: Bachelor s degree in Computer Science or a related field. Pref...,4 Days Ago,Automation,Front end,Postgresql,MySQL,Javascript,HTML,software quality,Business intelligence
Senior / Lead Data Scientist,Tiger Analytics,Not disclosed,"Hyderabad, Chennai, Bengaluru","Demonstrate proficiency in programming languages such as Python or R, with the ability ...",28 Days Ago,Data Science,Classification,Regression,Machine Learning,Python,Machine,Senior,Data
Senior / Lead Data Scientist,Maruti Suzuki,Not disclosed,"Gurugram, Bengaluru",Architect a data based solution for the business problem presented. Develop contextua...,30+ Days Ago,Cloud computing,Data analysis,Powertrain,data science,Machine learning,Market research,Statistics,Automotive
Lead Data Scientist,Alphashots.AI,10-13 Lacs PA,Remote,About Us . Alphashots.AI is a pre-seed funded startup led by visionary IIT and IIM grad...,22 Days Ago,Data Science,Predictive Modeling,Decision Tree,Time Series Analysis,Statistical Modeling,Neural Networks,Machine Learning,Random Forest
Lead Data Scientist,Repucom,Not disclosed,Bengaluru,"Required Qualifications Master s Degree (preferred) in Mathematics, Statistics, Econom...",12 Days Ago,data science,Project management,Social media,Data collection,power bi,Research,Recruitment,SQL
Senior Data Scientist,AtkinsRéalis,Not disclosed,"Mumbai, Bengaluru","Bachelor s / Master s / PhD in Computer Science, Data Science, Statistics, Mathematics,...",17 Days Ago,Computer science,Computer vision,deep learning,data science,Machine learning,Data collection,Programming,Predictive modeling
Senior Data Scientist,AtkinsRéalis,Not disclosed,Bengaluru,"Bachelor s / Master s / PhD in Computer Science, Data Science, Statistics, Mathematics,...",17 Days Ago,Computer science,Computer vision,deep learning,data science,Machine learning,Data collection,Programming,Predictive modeling
Senior Data Scientist,Flipkart,Not disclosed,Bengaluru,A Data Scientist in Flipkart is required to develop and implement various Computer Visi...,26 Days Ago,Data Science,deep learning,python,cnn,computer vision,neural networks,pytorch,keras
Senior Data Scientist (Research Manager),Flipkart,Not disclosed,Bengaluru,"In this role, you will:Help the Data Science team to formulate and architect future AI ...",27 Days Ago,Data Science,Data Modelling,AI/ML,product management,machine learning,cluster analysis,systems-driven framework,Machine
Senior Data Scientist G12,Flipkart,Not disclosed,Bengaluru,Provides better control w.r.t data privacy and overall data security. What: Build in-ho...,28 Days Ago,NLP,python,Data Scientist,clustering,Computer Vision,LLM,semantic search,Deep Learning
"Senior Data Scientist, Ecosystem Risk (AI/ML and Python, SQL)",Visa,Not disclosed,Bengaluru,6 or more years of relevant work experience with a Bachelor s Degree or at least 4 year...,21 Days Ago,ERP,Automation,Manager Quality Assurance,MIS,Agile,Data structures,Manager Quality Control,Business intelligence
"SENIOR, DATA SCIENTIST",Walmart,Not disclosed,Bengaluru,Position Summary... ...,26 Days Ago,data science,Networking,Machine learning,SEZ,Instrumentation,big data,Information technology,Monitoring
"SENIOR, DATA SCIENTIST",Walmart,Not disclosed,Bengaluru,Lead the development and implementation of advanced analytics and machine learning mode...,26 Days Ago,Computer vision,Machine learning,Data quality,Data mining,Information technology,Monitoring,Analytics,SQL
Senior Data Scientist,AtkinsRéalis,Not disclosed,"Gurugram, Bengaluru","Bachelor s / Master s / PhD in Computer Science, Data Science, Statistics, Mathematics,...",28 Days Ago,Computer vision,deep learning,data science,Machine learning,Data collection,Programming,Predictive modeling,Monitoring
"Senior Data Scientist, Ecosystem Risk",Visa,Not disclosed,Bengaluru,6 or more years of relevant work experience with a Bachelor s Degree or at least 4 year...,28 Days Ago,ERP,Automation,Manager Quality Assurance,MIS,Agile,Data structures,Manager Quality Control,Business intelligence
Senior Data Scientist,Siemens,Not disclosed,Bengaluru,". bachelors degree in a quantitative discipline (eg, Statistics, Operations Research, B...",30+ Days Ago,Operations research,SAP,Version control,data science,Analytical,Machine learning,Business process management,Oracle
"Senior, Data Scientist",Walmart,Not disclosed,Bengaluru,collaborating with the project team and cross-functional teamsMinimum Qualifications O...,30+ Days Ago,Retail,Prototype,Networking,SEZ,Data structures,Information technology,Monitoring,Business operations
"SENIOR, DATA SCIENTIST",Walmart,Not disclosed,Bengaluru,"Peer review and publish work in top tier ML / AI conferences such as NIPS, ICML, AAAI a...",26 Days Ago,Machine learning,SEZ,Data mining,Continuous improvement,Forecasting,Information technology,Monitoring,Analytics
"senior, data scientist (operations research)",Walmart,Not disclosed,Bengaluru,Position Summary... ...,28 Days Ago,Computer vision,Operations research,GCP,Analytical,Machine learning,Information technology,Monitoring,Analytics
